question_id,source_file,question,reference_answer,generated_answer,semantic_similarity,grounding_score,bert_score,latency_seconds,cache_hit,out_of_domain,model,memory_strategy,evaluated_model
24,samurai_test_set.json,كيف كان ارتباط الساموراي بالبنية الإقطاعية في بداياتهم؟,خدمة الإمبراطور أو السادة الإقطاعيين,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.20077483355998993,0.18181818181818182,0.6938271522521973,0.4035818576812744,False,False,primary_failed,sliding,Groq
25,samurai_test_set.json,ما التحول الذي حدث في وظيفة الساموراي مع تطور دورهم؟,تحولوا إلى حراس شخصيين للإقطاعيين,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.07206328213214874,0.18181818181818182,0.6922620534896851,0.4030947685241699,False,False,primary_failed,sliding,Groq
26,samurai_test_set.json,ما السبب في تحول احترام الناس للساموراي إلى خوف؟,كانوا يمتلكون السلاح ويفرضون النظام بالقوة,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,-0.0032435664907097816,0.18181818181818182,0.6688904166221619,0.408949613571167,False,False,primary_failed,sliding,Groq
27,samurai_test_set.json,كيف عزز الساموراي مكانتهم داخل المجتمع؟,الزواج من عائلات نبيلة وتوريث مهنة القتال لأبنائهم,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.03954625502228737,0.18181818181818182,0.6501461267471313,0.40738368034362793,False,False,primary_failed,sliding,Groq
28,samurai_test_set.json,ما التغير السياسي الذي رفع مكانة الساموراي؟,أول حكم عسكري مركزي في تاريخ اليابان,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.039442334324121475,0.18181818181818182,0.6768925786018372,0.4979727268218994,False,False,primary_failed,sliding,Groq
29,samurai_test_set.json,ماذا حدث لدور الإمبراطور بعد ظهور الحكم العسكري؟,الإمبراطور فضل موجود في قصره كرمز ديني مقدس,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.1444835215806961,0.18181818181818182,0.7011134624481201,0.41272616386413574,False,False,primary_failed,sliding,Groq
30,samurai_test_set.json,ما طبيعة التهديد الذي واجه اليابان؟,هجوم المغول على اليابان,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.10385943204164505,0.18181818181818182,0.6839780807495117,0.45607686042785645,False,False,primary_failed,sliding,Groq
31,samurai_test_set.json,كيف تغيّر أسلوب القتال بعد مواجهة المغول؟,ابتدوا يتعلموا يحاربوا في تشكيلات,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.08159299194812775,0.18181818181818182,0.6573097109794617,0.4265930652618408,False,False,primary_failed,sliding,Groq
32,samurai_test_set.json,ما المكانة الرمزية للسيف في ثقافة الساموراي؟,كانوا بيعتبروه روح الساموراي,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.12282247841358185,0.09090909090909091,0.6734837293624878,0.3663215637207031,False,False,primary_failed,sliding,Groq
33,samurai_test_set.json,ما الهدف من تصميم دروع الساموراي؟,عشان المحارب يبقى بيتحرك براحته,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.14575549960136414,0.18181818181818182,0.6731947660446167,0.3915116786956787,False,False,primary_failed,sliding,Groq
34,samurai_test_set.json,ما التغير الذي طرأ على الساموراي في فترة إيدو؟,تحول الساموراي من محاربين إلى موظفين بيروقراطيين,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.14171816408634186,0.18181818181818182,0.6508768200874329,0.39886951446533203,False,False,primary_failed,sliding,Groq
35,taj_mahal_test_set.json,من هو الحاكم المرتبط ببناء هذا الصرح التاريخي؟,شاه جهان,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.17910370230674744,0.18181818181818182,0.6610159873962402,0.3994319438934326,False,False,primary_failed,sliding,Groq
36,taj_mahal_test_set.json,ما اسم الشخصية التي خُلّد اسمها في هذا البناء؟,ممتاز محل,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.12372223287820816,0.09090909090909091,0.6442698240280151,0.44939708709716797,False,False,primary_failed,sliding,Groq
37,taj_mahal_test_set.json,في أي عام حدثت وفاة الشخصية التي بُني الضريح تكريمًا لها؟,1631,السؤال خارج نطاق المحتوى المتاح.,0.17290908098220825,0.0,0.6135569214820862,0.01900196075439453,False,True,,sliding,Groq
38,taj_mahal_test_set.json,ما الدافع وراء إنشاء هذا المعلم وفق الرواية المذكورة؟,تخليد ذكرى حب شاه جهان لزوجته,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.1935695856809616,0.09090909090909091,0.6605859994888306,0.5710208415985107,False,False,primary_failed,sliding,Groq
39,taj_mahal_test_set.json,في أي مدينة هندية يوجد هذا المعلم؟,في أجرا في الهند,السؤال خارج نطاق المحتوى المتاح.,0.0563812330365181,0.0,0.6774880886077881,0.019002676010131836,False,True,,sliding,Groq
40,taj_mahal_test_set.json,ما المدة الزمنية التي استغرقها تشييد هذا البناء؟,22 سنة,السؤال خارج نطاق المحتوى المتاح.,0.22887888550758362,0.0,0.6081946492195129,0.01599740982055664,False,True,,sliding,Groq
41,taj_mahal_test_set.json,من هو المهندس المسؤول عن تصميم هذا المشروع؟,أحمد اللاهوري,السؤال خارج نطاق المحتوى المتاح.,0.20795130729675293,0.0,0.6942782998085022,0.015000104904174805,False,True,,sliding,Groq
42,taj_mahal_test_set.json,ما المبدأ الهندسي الذي يظهر بوضوح في تصميم المبنى؟,التماثل,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.39232900738716125,0.09090909090909091,0.6750289797782898,0.7847378253936768,False,False,primary_failed,sliding,Groq
43,taj_mahal_test_set.json,كيف يرتبط اختيار موقع البناء بفكرة التصميم العامة؟,لأن التصميم مستوحى من وصف الجنة ويتضمن الماء كعنصر أساسي,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.10081839561462402,0.2727272727272727,0.6735433340072632,0.6230976581573486,False,False,primary_failed,sliding,Groq
44,taj_mahal_test_set.json,ما الغرض من إمالة المآذن في تصميم البناء؟,لتسقط بعيدًا عن الضريح في حال الزلازل,حدث خطأ أثناء توليد الإجابة. من فضلك حاول مرة أخرى لاحقا.,0.17005226016044617,0.09090909090909091,0.6986091136932373,0.5175092220306396,False,False,primary_failed,sliding,Groq
1,octopus_test_set.json,ما الظاهرة التي يحاول البحث تفسيرها في بداية الحلقة؟,الانفجار الكامبري,الظاهرة التي يحاول البحث تفسيرها في بداية الحلقة هي ظاهرة القططة التي تكون عاشقة وميتة في نفس الوقت حتى نتأكد منها بأنفسنا. هذه الظاهرة تتعلق بفكرة التفسير الكمي وظاهرتي التشابك الكمي والنفق الكمي.,0.1771640181541443,0.32142857142857145,0.6467807292938232,1.467259407043457,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
2,octopus_test_set.json,منذ متى حدث الانفجار الكامبري تقريبًا؟,منذ حوالي 541 مليون سنة,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.1748461127281189,0.4,0.5544439554214478,1.3699495792388916,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
3,octopus_test_set.json,ما الفرضية التي تقترح أن سبب الانفجار الكامبري ليس أرضيًا؟,أن السبب قد يكون كونيًا مثل فيروسات أو مواد جاءت من الفضاء,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.20609723031520844,0.4,0.6398133039474487,1.0015673637390137,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
4,octopus_test_set.json,لماذا لم يقبل العلماء فرضية الأصل الفضائي للأخطبوط؟,لعدم وجود دليل مباشر,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.4941871762275696,0.4,0.6929965615272522,1.8389418125152588,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
5,octopus_test_set.json,إلى أي شعبة ينتمي الأخطبوط؟,الرخويات,الأخطبوط ينتمي إلى شعبة الرخويات.,0.22526627779006958,0.0,0.722580075263977,0.8294415473937988,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
6,octopus_test_set.json,ما اسم الكيس الذي يحتوي على أعضاء الأخطبوط الداخلية؟,Mantle,الكيس الذي يحتوي على أعضاء الأخطبوط الداخلية يسمى Mantle.,0.6668221950531006,0.0,0.7123191952705383,1.3184881210327148,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
7,octopus_test_set.json,ما سبب اللون الأزرق لدم الأخطبوط؟,لاحتوائه على بروتين الهيموسيانين,دم الأخطبوط لونه أزرق بسبب وجود بروتين يسمى هيموسيانين، والذي يبني على النحاس ويتمكن من إمساك الأكسجين بشكل أفضل من الهيموجلوبين، البروتين الموجود في دم الإنسان الذي يجعل دم الإنسان لونه أحمر.,0.5222199559211731,0.37037037037037035,0.7066600322723389,1.2302305698394775,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
8,octopus_test_set.json,كيف يتمكن الأخطبوط من تغيير شكله ولونه للتمويه؟,باستخدام خلايا جلدية تغير اللون والملمس,الأخطبوط يتمكن من تغيير شكله ولونه للتمويه عن طريق استخدام خلايا صغيرة في الجلد تسمى خلايا الألوان، هذه الخلايا تستهلك كميات كبيرة من الأكسجين لتنشيط الألوان وتجهيز التمويه. بالإضافة إلى ذلك، يمكن للأخطبوط إخراج سحابة من الحبر من فتحة خاصة عند الحاجة، هذه السحابة يمكن أن تبدو كتماثيل وهمية تساعد في الهروب من المفترس. المصدر: الأخطبوط الدحيح | Rank: 1,0.6955820322036743,0.34,0.662371814250946,1.9103751182556152,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
9,octopus_test_set.json,أين توجد معظم الخلايا العصبية في جسم الأخطبوط؟,في أذرعه,"لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.

النص يتحدث عن العديد من جوانب الأخطبوط مثل طرق التزاوج والتصرفات الاجتماعية والقدرة على التعلم، لكنه لا يذكر معلومات حول موقع الخلايا العصبية في جسم الأخطبوط.",0.14588643610477448,0.23333333333333334,0.6431747078895569,1.2380015850067139,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
10,octopus_test_set.json,لماذا يمكن اعتبار أذرع الأخطبوط شبه مستقلة عن الدماغ؟,لأن لكل ذراع نظامًا عصبيًا خاصًا به,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.06821885704994202,0.5,0.6064479351043701,0.775869607925415,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
11,physics_movement_test_set.json,ماذا تعكس فكرة التغير المستمر عند الفلاسفة حول طبيعة المادة؟,كل مادة من دول بتتحرك وبتتحول طول الوقت,فكرة التغير المستمر عند الفلاسفة تعكس أن المادة لا تبقى ثابتة بل تتغير باستمرار. هذا المفهوم يظهر في الفلسفة من هرقلطس إلى أرسطو ومن نيوتن إلى آينشتاين، حيث يؤكدون على حركة المادة وتحولاتها المستمرة. هذا التغير المستمر هو جوهر الحياة والكون حسب هذه الرؤية.,0.47923988103866577,0.3076923076923077,0.6086164116859436,2.561467170715332,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
12,physics_movement_test_set.json,ما الخاصية التي جعلت النار نموذجًا مناسبًا عند هيرقليطس؟,بسبب حركتها المجنونة والمستمرة,"لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.

النص提供的信息主要关于以太、迈克尔逊-莫雷实验以及伽利略和亚里士多德的实验，没有提到赫拉克利特及其关于火的模型。",0.053801391273736954,0.5,0.5704134106636047,1.9749138355255127,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
13,physics_movement_test_set.json,كيف يمكن تفسير أهمية الحركة في رؤية الفلاسفة الأوائل للكون؟,الحركة هي عصب الوجود بالكامل,الفلسفة الأوائل رأت الحركة كجزء أساسي من الكون، ففي رأيهم، الكون لا يمكن أن يكون ثابتا أو مستقرا. فزينون، على سبيل المثال، كان يحاول إثبات أن الحركة مستحيلة من خلال حجج مثل حجة الملعب وحجة أخيل والسلحفاة، مما يشير إلى أهمية الحركة في فهم الكون. هذا يعكس رؤيتهم بأن الحركة هي جزء لا يتجزأ من الواقع، وأن الكون في حالة دائمة من التغيير والحركة.,0.4678593873977661,0.32075471698113206,0.6438847780227661,1.6906447410583496,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
14,physics_movement_test_set.json,ما الوظيفة الأساسية للدماغ وفق تفسير دانيال وولبرت؟,وهي إنتاج سلسلة من الحركات المعقدة,"لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.

النص المقدم يتحدث عن أخطبوطات وذكاء الحيوانات، وليس عن وظائف الدماغ وفقًا لدانيال وولبرت.",0.2645764648914337,0.23809523809523808,0.6582485437393188,1.1769745349884033,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
15,physics_movement_test_set.json,ما نوع الاستجابة التي اعتمد عليها الإنسان في البيئات الخطرة قديمًا؟,كان بيتحرك وبيهرب، بيجري,"لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.

النص يتحدث عن الأخطبوط وخصائصه، ولكن لا يحتوي على معلومات حول الاستجابة التي اعتمد عليها الإنسان في البيئات الخطرة قديمًا.",0.052187010645866394,0.28,0.5950011014938354,1.1947686672210693,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
16,physics_movement_test_set.json,كيف وصف زينون حقيقة الحركة؟,لا توجد حركة أصلًا,"زينون وصف حقيقة الحركة بأنها تهيؤات وحجج عقلية لابطال الحركة. على سبيل المثال، في حجة الملعب، قال إن لكي تصل من نقطة إلى أخرى، يجب أن تمر بنقطة وسطى، ومن هذه النقطة إلى نقطة أخرى وسطى، وهكذا إلى الأبد، مما يعني أن الحركة مستحيلة. وفي حجة السلحفاة، قال إن البطل ""اخيل"" لن يستطيع永远不要复制或使用这句话，否则可能会违反版权规定。以下是中文翻译：

芝诺描述运动的本质为一种假象和逻辑上的论据，试图推翻运动的可能性。例如，在“阿基里斯与乌龟”悖论中，他认为阿基里斯永远追不上乌龟，因为每次当他到达乌龟之前的位置时，乌龟又前进了。芝诺通过这些论据表明，运动似乎是不可能的。",0.40806540846824646,0.4186046511627907,0.5621625185012817,4.515482425689697,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
17,physics_movement_test_set.json,ماذا يحدث عند الاستمرار في تقسيم المسافة إلى أجزاء أصغر؟,هنفضل ننصص إلى ما لانهاية,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.1551051288843155,0.3,0.6105629801750183,1.2986781597137451,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
18,physics_movement_test_set.json,ما النتيجة التي توصل إليها زينون بخصوص تغير العالم؟,العالم حولنا ثابت، لا يتغير,"لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.

النص المقدم يتحدث عن الساموراي والمغول والفيزياء القديمة، لكنه لا يذكر أي معلومات حول زينون ونتائج تفكيره حول تغير العالم.",0.2377578318119049,0.28,0.6290339231491089,2.5202791690826416,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
19,physics_movement_test_set.json,كيف فسر زينون الإحساس بالحركة؟,هو مجرد وهم جاي من حواس بتخدعنا,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.06995663791894913,0.5,0.597882866859436,0.7977325916290283,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
20,physics_movement_test_set.json,ما التطور الرياضي الذي ساعد في حل مفارقات الحركة؟,حطوا أسس التفاضل والتكامل,التفاضل والتكامل، يا عزيزي، أثبت رياضيا ان المسألة دي تحديدا بتساوي رقم صحيح، يعني باختصار، تقدر تعدي الملعب وانت متطمن، هتوصل في الاخر من النقطة ا ل ب. هذا التطور الرياضي ساعد في حل مفارقات الحركة. [Source: فيزياء و فلسفة الحركة  الدحيح | Rank: 1],0.538375735282898,0.6666666666666666,0.6621877551078796,2.122967004776001,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
21,physics_movement_test_set.json,كيف تفسر الرياضيات إمكانية جمع عدد لا نهائي من الأجزاء؟,مجموع هذه الأجزاء بيساوي قيمة معيّنة,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.12226023524999619,0.5,0.6132742762565613,1.2820675373077393,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
22,physics_movement_test_set.json,ما الذي يحدث لحركة الجسم في غياب القوى المقاومة؟,بتفضل تتحرك من غير ما تقف,في غياب القوى المقاومة، الجسم سيستمر في الحركة بسرعة ثابتة في اتجاه ثابت، وفقًا لقانون الحفاظ على الزخم في فيزياء نيوتن. لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.17144401371479034,0.37037037037037035,0.6176995635032654,1.0769484043121338,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
23,samurai_test_set.json,ما المعنى الأصلي لكلمة ساموراي في اللغة اليابانية؟,الذي يخدم,"كلمة ساموراي في اللغة اليابانية معناها ""الذي يخدم"".",0.44710826873779297,1.0,0.7217317819595337,1.1306371688842773,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
24,samurai_test_set.json,كيف كان ارتباط الساموراي بالبنية الإقطاعية في بداياتهم؟,خدمة الإمبراطور أو السادة الإقطاعيين,في البداية، كان الساموراي يعملون كموظفين للسيادة الإقطاعيين (Daimyō)، الذين كانوا أصحاب الأرض والنفوذ. هؤلاء الموظفون المسلحين بدأوا في التحول إلى حراس شخصيين للسيادة الإقطاعيين، وهم مسؤولون عن جمع الضرايب من الفلاحين وحماية ممتلكات السيادة وحفظ النظام. مع مرور الوقت، بدأ الساموراي في تكوين نفوذ أكبر، وأصبحوا الطبقة الحاكمة والمسيطرة في المجتمع الياباني.,0.4781510531902313,0.4489795918367347,0.6631354689598083,1.722001075744629,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
25,samurai_test_set.json,ما التحول الذي حدث في وظيفة الساموراي مع تطور دورهم؟,تحولوا إلى حراس شخصيين للإقطاعيين,"بتدور، يا عزيزي، القصة كدا: في البداية، الساموراي كانوا محاربين يحمون السادة الاقطاعيين (Daimyō). لكن مع مرور الوقت، بدأوا يتحولون تدريجياً من محاربين إلى موظفين بيروقراطيين ومدرسين وإداريين. بعد فترة الاستقرار التي سُميت بفترة ""ايدو""، حيث لم يعد هناك حروب، بدأ الساموراي في التحول تدريجياً من محاربين إلى موظفين، مما أدى إلى تدهور حالهم وبدءهم في العمل في وظائف أبسط.",0.6062039136886597,0.5490196078431373,0.659709095954895,3.563436269760132,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
26,samurai_test_set.json,ما السبب في تحول احترام الناس للساموراي إلى خوف؟,كانوا يمتلكون السلاح ويفرضون النظام بالقوة,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.02063254825770855,0.4,0.629830002784729,1.3885841369628906,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
